Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
177,52,7197,8,8,6,35,1,Senior
164,66,8911,8,9,0,14,0,Senior
155,65,18582,3,9,7,94,0,Senior
157,71,16120,3,2,0,31,0,Senior
176,73,18892,10,0,8,74,0,Senior
154,35,10235,7,7,3,70,0,Middle-aged
165,48,9799,6,4,8,91,0,Middle-aged
175,28,13707,10,4,7,11,0,Young
167,52,16850,4,7,8,36,1,Senior
155,79,19225,5,7,5,74,0,Senior
154,68,15025,2,1,8,80,0,Senior
177,48,10360,5,2,3,24,1,Middle-aged
165,32,13221,7,9,2,85,0,Middle-aged
162,40,16406,9,9,2,40,0,Middle-aged
177,77,5325,10,0,7,42,0,Senior
154,40,8766,8,2,1,87,0,Middle-aged
162,24,9111,2,3,5,21,1,Young
166,29,13302,7,6,8,96,0,Young
167,25,12015,2,8,8,81,0,Young
157,75,11856,1,4,7,51,0,Senior
162,70,5106,4,0,7,81,0,Senior
179,76,7426,3,1,0,55,0,Senior
178,32,19497,4,9,6,85,0,Middle-aged
168,20,9378,5,1,0,4,1,
175,39,9364,2,8,8,62,1,Middle-aged
152,76,7531,0,9,2,87,1,Senior
173,66,11810,3,6,0,25,1,Senior
157,65,16336,5,1,7,96,1,Senior
151,27,10316,1,0,6,70,0,Young
157,29,10362,1,4,1,14,0,Young
176,28,9693,0,0,6,41,0,Young
162,68,13990,8,8,4,57,0,Senior
162,60,18570,2,2,6,38,1,Senior
150,22,10268,1,1,9,62,1,Young
155,30,19178,3,5,6,41,0,Young
173,31,15629,5,2,1,45,0,Middle-aged
168,29,7011,0,4,1,80,1,Young
165,44,19751,8,9,6,96,1,Middle-aged
157,68,5425,8,7,2,16,0,Senior
177,68,8044,7,9,3,19,0,Senior
150,44,19013,5,1,6,37,0,Middle-aged
176,30,16480,3,4,1,85,1,Young
176,73,16106,1,7,1,79,0,Senior
165,55,11229,7,0,8,61,1,Senior
158,58,6239,6,9,0,26,1,Senior
162,72,11566,3,9,2,94,1,Senior
160,45,8391,2,3,9,79,0,Middle-aged
162,33,9213,5,4,3,64,1,Middle-aged
174,58,8997,0,9,4,13,1,Senior
170,75,8006,1,2,2,91,0,Senior
159,59,12025,6,1,8,87,0,Senior
153,20,8039,10,2,4,34,1,
180,75,11558,2,4,6,98,0,Senior
176,73,13790,0,6,6,23,1,Senior
155,23,15279,1,1,8,20,1,Young
177,80,6184,9,6,1,54,0,Senior
156,49,15942,9,5,2,73,1,Middle-aged
154,31,7584,8,6,3,58,0,Middle-aged
160,75,19755,6,6,7,59,0,Senior
162,54,17951,6,8,0,20,1,Senior
175,32,19430,9,6,8,39,1,Middle-aged
174,71,16705,7,5,4,78,1,Senior
168,50,13102,7,9,3,90,1,Middle-aged
180,57,18869,8,7,7,91,0,Senior
172,62,12116,1,6,8,98,1,Senior
159,42,17937,7,5,2,93,0,Middle-aged
159,23,17246,7,3,3,32,0,Young
160,71,18777,4,6,0,41,1,Senior
170,35,9383,4,7,2,69,0,Middle-aged
179,26,8936,3,7,9,68,0,Young
156,41,6699,4,3,4,87,1,Middle-aged
180,48,9507,1,9,7,21,1,Middle-aged
167,30,19735,1,8,0,97,0,Young
153,75,15767,4,2,0,24,1,Senior
151,52,18329,10,8,2,16,0,Senior
163,77,5135,2,2,8,32,1,Senior
162,48,7025,0,6,8,83,0,Middle-aged
178,78,8535,8,3,0,26,0,Senior
161,58,9854,1,4,3,3,1,Senior
156,31,10367,9,2,7,99,0,Middle-aged
151,26,7890,1,1,1,82,0,Young
162,78,7757,3,7,3,7,0,Senior
163,74,18312,1,6,6,96,1,Senior
176,58,8773,6,6,6,88,1,Senior
166,61,13572,9,7,4,16,1,Senior
158,67,11652,0,0,6,53,0,Senior
166,45,6528,10,7,5,88,1,Middle-aged
157,59,18093,1,9,1,4,1,Senior
180,28,9571,10,4,8,45,0,Young
151,60,16820,4,7,4,32,1,Senior
177,53,10049,1,8,1,98,1,Senior
173,64,5848,8,1,5,83,1,Senior
162,32,18184,3,2,9,78,1,Middle-aged
152,74,9127,8,5,4,58,1,Senior
165,74,15119,10,8,1,13,1,Senior
155,55,15357,0,9,9,22,0,Senior
168,44,12351,0,9,9,95,1,Middle-aged
179,43,17478,0,7,6,44,1,Middle-aged
156,63,10866,3,5,9,44,0,Senior
159,36,10869,8,4,1,30,0,Middle-aged
158,21,7121,7,2,6,23,0,Young
151,32,17910,6,3,5,12,1,Middle-aged
180,50,18414,0,6,3,14,1,Middle-aged
177,48,16110,2,6,3,36,0,Middle-aged
177,69,9681,8,2,5,45,0,Senior
164,47,19755,8,3,8,72,1,Middle-aged
179,79,5472,4,2,9,24,1,Senior
154,46,6787,5,1,5,3,0,Middle-aged
178,34,5113,10,5,5,78,1,Middle-aged
171,50,18690,5,6,0,51,1,Middle-aged
153,59,14528,9,3,4,75,0,Senior
169,34,11473,3,4,0,55,0,Middle-aged
153,52,13530,0,7,8,38,1,Senior
167,39,7285,4,8,9,92,1,Middle-aged
153,61,6196,0,6,3,87,0,Senior
176,31,5078,0,9,1,82,1,Middle-aged
166,56,9559,10,0,8,20,1,Senior
161,28,11017,4,2,5,97,0,Young
171,42,7652,4,4,9,2,0,Middle-aged
166,27,19275,6,2,2,26,1,Young
159,51,17849,1,0,1,2,0,Senior
171,67,17572,5,1,5,67,1,Senior
150,33,9318,1,7,9,84,0,Middle-aged
171,46,15832,9,6,5,74,1,Middle-aged
175,44,10385,4,9,8,42,1,Middle-aged
173,32,18978,3,2,4,85,1,Middle-aged
176,74,19708,10,3,8,40,1,Senior
167,40,14448,9,2,4,9,0,Middle-aged
167,64,12054,4,3,1,2,0,Senior
163,50,5827,1,7,0,28,1,Middle-aged
164,56,19571,7,8,8,3,0,Senior
178,67,15910,7,6,9,16,0,Senior
161,77,9923,5,8,6,4,1,Senior
153,62,16002,2,8,2,23,1,Senior
176,73,8385,3,6,5,94,1,Senior
152,24,11056,0,6,9,77,1,Young
169,32,6965,8,7,3,6,1,Middle-aged
178,47,7427,9,9,8,74,1,Middle-aged
161,62,7841,4,2,1,55,1,Senior
156,44,13805,7,7,3,81,0,Middle-aged
178,70,13754,2,0,0,8,0,Senior
160,54,11563,3,5,6,73,1,Senior
150,66,19387,3,1,3,98,0,Senior
155,58,10840,7,6,4,81,1,Senior
164,26,12810,8,2,0,86,1,Young
164,57,19093,2,9,1,64,0,Senior
168,51,11064,6,4,3,67,0,Senior
160,22,19540,8,9,1,41,1,Young
175,64,12144,1,1,0,40,0,Senior
172,58,18018,3,0,9,93,1,Senior
175,56,9352,2,4,0,27,0,Senior
151,74,5184,7,8,5,39,1,Senior
163,69,15384,3,8,1,53,0,Senior
151,41,19319,8,6,2,40,0,Middle-aged
178,27,10809,0,8,4,52,0,Young
153,36,9065,0,3,2,37,0,Middle-aged
166,71,12181,3,2,5,67,0,Senior
152,46,13437,2,3,6,19,0,Middle-aged
162,52,17278,2,6,9,34,1,Senior
158,65,15426,9,7,5,78,0,Senior
156,36,12504,1,1,1,85,1,Middle-aged
164,61,12426,9,4,8,66,1,Senior
172,31,14057,9,4,1,10,0,Middle-aged
178,67,7087,1,8,5,52,1,Senior
178,65,5600,7,2,8,42,0,Senior
160,46,12804,0,5,8,60,1,Middle-aged
169,67,18249,7,9,1,81,1,Senior
151,27,10537,9,4,8,2,1,Young
164,42,8033,2,1,7,91,0,Middle-aged
163,79,7056,1,1,6,1,1,Senior
169,61,19685,8,3,7,50,1,Senior
171,80,15323,4,3,9,36,0,Senior
160,68,13724,4,6,7,97,0,Senior
176,78,10084,5,0,0,22,1,Senior
152,48,7042,3,5,8,99,1,Middle-aged
166,69,12960,6,8,5,98,1,Senior
179,39,5357,6,1,0,82,1,Middle-aged
161,35,5377,10,4,0,36,1,Middle-aged
173,36,15411,8,9,6,3,1,Middle-aged
177,35,18336,5,9,9,44,1,Middle-aged
178,38,9488,0,3,1,16,1,Middle-aged
170,75,18414,8,3,5,11,0,Senior
164,75,9797,9,7,4,10,0,Senior
165,27,8307,8,5,4,51,1,Young
154,57,18721,4,6,9,42,1,Senior
176,57,7596,6,8,5,85,1,Senior
169,72,5783,0,2,7,25,0,Senior
155,48,10924,3,1,4,99,1,Middle-aged
168,60,7379,9,2,7,6,1,Senior
174,55,12831,3,7,4,44,0,Senior
154,45,16795,4,8,9,8,0,Middle-aged
152,50,19984,5,9,5,34,0,Middle-aged
176,63,14174,3,4,7,41,0,Senior
150,79,17134,5,7,1,1,1,Senior
175,31,15782,9,6,6,3,0,Middle-aged
177,74,14234,6,8,2,52,1,Senior
155,36,10267,2,3,8,91,1,Middle-aged
164,34,12638,8,9,9,77,1,Middle-aged
151,28,7538,7,2,6,43,1,Young
178,58,19618,0,8,2,47,1,Senior
152,61,5861,1,7,7,83,0,Senior
166,67,6876,1,6,9,19,1,Senior
174,31,15027,9,0,1,70,0,Middle-aged
173,51,18986,8,1,9,47,1,Senior
161,44,17400,8,8,7,78,0,Middle-aged
167,58,8526,8,4,6,5,1,Senior
164,37,14877,0,0,4,64,1,Middle-aged
161,34,16593,6,8,3,45,0,Middle-aged
165,51,6622,10,0,9,64,0,Senior
176,25,10518,2,7,9,45,1,Young
157,77,18149,10,4,0,36,1,Senior
177,63,7657,8,5,3,9,0,Senior
163,62,6932,7,0,5,23,0,Senior
174,71,13699,2,1,5,32,0,Senior
166,54,18955,0,6,1,93,0,Senior
178,53,17753,8,1,8,45,1,Senior
170,57,8478,9,4,0,28,1,Senior
157,75,7656,0,8,3,52,0,Senior
164,73,14313,2,4,3,11,1,Senior
176,76,5289,5,2,1,19,0,Senior
163,24,12011,5,5,7,64,0,Young
167,37,10858,10,6,1,65,0,Middle-aged
169,35,12323,9,9,1,73,0,Middle-aged
156,27,7829,3,9,1,57,0,Young
152,44,15401,1,7,0,66,0,Middle-aged
178,51,19959,9,2,4,4,1,Senior
161,45,10962,5,3,3,29,0,Middle-aged
170,71,9812,9,9,1,4,0,Senior
173,41,12264,4,3,0,1,1,Middle-aged
177,50,14592,5,1,0,92,1,Middle-aged
175,62,13758,6,6,1,18,0,Senior
152,29,6473,10,3,0,13,0,Young
169,75,18281,8,3,8,70,0,Senior
163,76,18428,6,7,1,49,0,Senior
164,31,6987,3,5,2,47,0,Middle-aged
174,72,16979,9,5,8,86,0,Senior
179,47,17057,4,8,4,30,0,Middle-aged
163,25,12673,5,3,7,27,1,Young
156,78,8260,8,8,6,72,0,Senior
166,39,16739,4,0,5,28,1,Middle-aged
179,24,12490,4,8,1,2,0,Young
161,42,11739,6,0,3,20,0,Middle-aged
169,28,19281,1,6,8,75,1,Young
153,77,8251,2,5,6,78,0,Senior
158,78,10905,1,6,2,24,0,Senior
155,48,10300,9,8,5,77,1,Middle-aged
165,35,10054,9,9,7,72,1,Middle-aged
174,73,6716,1,3,7,44,1,Senior
177,65,14204,2,8,7,21,0,Senior
180,41,19106,5,2,7,22,1,Middle-aged
171,27,6310,4,9,9,73,0,Young
171,78,17762,10,8,5,58,0,Senior
170,39,5617,4,0,9,11,0,Middle-aged
170,70,17928,1,4,2,80,1,Senior
151,33,19597,1,9,8,53,1,Middle-aged
173,58,9257,0,4,2,9,1,Senior
157,56,11099,2,0,3,67,1,Senior
160,69,15174,10,0,9,52,0,Senior
162,53,15420,6,2,0,13,1,Senior
166,30,18012,10,8,1,1,1,Young
157,73,5468,4,6,5,44,1,Senior
170,59,10905,6,5,0,75,0,Senior
167,52,17308,8,8,8,24,1,Senior
179,50,17547,5,3,7,5,1,Middle-aged
167,78,19801,1,3,1,66,0,Senior
163,73,6139,0,2,1,81,0,Senior
164,63,14628,0,4,7,81,0,Senior
180,53,13728,9,4,7,20,1,Senior
155,69,5951,8,9,0,64,0,Senior
160,26,13012,5,6,4,15,0,Young
162,77,16005,5,6,1,68,1,Senior
174,68,8006,3,5,0,54,1,Senior
150,73,17186,1,3,2,11,1,Senior
177,42,11075,9,6,2,23,1,Middle-aged
155,65,12890,2,1,9,1,1,Senior
158,75,15032,2,8,8,42,1,Senior
157,26,10952,7,6,9,47,1,Young
160,73,12077,5,1,0,68,1,Senior
171,44,14042,6,9,1,38,0,Middle-aged
168,80,6971,8,1,8,2,0,Senior
173,22,18568,0,5,4,45,1,Young
158,78,6191,1,6,8,27,1,Senior
166,57,8920,8,8,5,98,1,Senior
161,39,17820,4,3,9,77,1,Middle-aged
174,53,12765,3,7,9,61,0,Senior
163,68,15254,0,9,2,82,0,Senior
164,63,11193,8,1,7,11,1,Senior
165,63,8046,10,5,8,69,1,Senior
171,49,17591,8,3,1,29,1,Middle-aged
171,36,16750,3,7,8,25,0,Middle-aged
177,78,17703,8,8,3,78,0,Senior
169,29,5304,9,1,7,54,0,Young
150,54,11339,0,6,4,48,0,Senior
159,39,13043,4,6,5,46,0,Middle-aged
157,37,9908,0,7,3,41,1,Middle-aged
167,64,16039,3,4,4,41,1,Senior
177,63,15627,4,2,0,61,0,Senior
150,46,7804,10,0,2,11,1,Middle-aged
151,78,15176,2,3,3,44,1,Senior
150,78,8936,1,2,0,32,1,Senior
150,68,19790,5,1,2,49,1,Senior
158,55,5712,10,5,3,6,1,Senior
162,42,11848,2,6,8,57,0,Middle-aged
179,51,16087,9,9,2,6,1,Senior
150,29,14873,0,6,2,47,1,Young
162,30,14525,10,7,3,63,1,Young
169,57,16390,4,1,8,49,0,Senior
175,25,13366,1,9,8,22,1,Young
171,78,8205,1,5,0,67,0,Senior
156,60,10185,3,5,7,19,1,Senior
151,66,14608,3,9,9,55,1,Senior
155,53,15179,3,0,0,34,1,Senior
156,55,19614,6,1,1,41,1,Senior
175,56,18045,0,8,9,7,1,Senior
163,36,11506,7,7,4,57,1,Middle-aged
175,59,6772,9,3,5,16,1,Senior
167,59,17458,8,5,1,59,1,Senior
164,73,6074,9,1,9,38,0,Senior
151,31,10447,5,4,4,9,0,Middle-aged
159,40,17952,3,1,2,77,1,Middle-aged
172,59,13783,5,4,6,34,1,Senior
161,38,16170,9,6,0,46,0,Middle-aged
166,22,10264,6,6,4,37,0,Young
157,37,19609,5,8,2,43,0,Middle-aged
160,72,12322,10,2,1,47,1,Senior
178,70,17174,0,3,2,6,1,Senior
152,38,11651,4,8,9,38,0,Middle-aged
176,66,7410,7,7,3,61,1,Senior
155,25,18636,7,6,1,4,1,Young
158,35,14039,9,7,1,5,0,Middle-aged
155,27,19990,8,8,2,70,0,Young
158,67,11441,3,3,1,60,0,Senior
156,37,13685,9,4,5,77,1,Middle-aged
180,71,13737,5,8,1,88,1,Senior
158,67,19639,6,6,0,92,0,Senior
167,62,18778,4,3,7,77,0,Senior
161,58,18191,10,5,9,56,0,Senior
157,68,15478,7,0,3,82,1,Senior
157,68,15889,2,0,1,59,1,Senior
167,31,17029,7,8,3,7,0,Middle-aged
177,64,14732,4,7,1,68,1,Senior
179,29,14075,0,0,4,31,1,Young
169,26,8956,5,1,6,88,0,Young
179,65,11553,1,3,5,86,1,Senior
164,74,11869,6,0,1,85,0,Senior
176,20,12531,8,1,3,48,0,
180,68,8094,2,4,7,42,0,Senior
156,55,7365,9,7,6,90,1,Senior
160,40,11668,3,5,6,30,0,Middle-aged
169,56,10000,3,5,3,51,1,Senior
165,71,12920,3,3,0,35,1,Senior
153,43,8347,2,1,6,62,1,Middle-aged
155,74,16263,4,2,5,51,1,Senior
175,44,8675,8,5,7,87,0,Middle-aged
171,26,17907,10,5,4,50,1,Young
175,61,5952,7,4,7,30,1,Senior
180,36,8300,9,5,9,19,0,Middle-aged
152,48,16927,1,5,7,96,0,Middle-aged
180,49,8179,8,0,8,50,0,Middle-aged
158,26,16155,9,5,0,54,0,Young
177,52,17219,1,4,2,83,0,Senior
159,26,8247,6,7,5,86,1,Young
163,77,9415,4,8,3,4,0,Senior
160,43,8357,6,5,7,12,0,Middle-aged
167,30,18163,4,9,9,15,1,Young
171,28,11472,5,3,0,15,1,Young
161,31,10996,7,2,4,10,0,Middle-aged
172,54,9848,0,9,3,61,1,Senior
161,23,15896,10,0,0,19,0,Young
162,55,10475,0,6,9,53,1,Senior
174,47,6037,4,4,5,72,0,Middle-aged
162,76,13262,0,3,9,57,0,Senior
168,32,16066,2,8,2,95,1,Middle-aged
175,42,12008,9,6,4,9,0,Middle-aged
168,38,10931,8,9,5,29,0,Middle-aged
172,61,10642,6,7,3,7,1,Senior
163,56,5105,5,3,9,72,1,Senior
153,58,5769,7,9,9,17,0,Senior
162,43,15201,7,9,5,79,0,Middle-aged
157,35,7940,5,7,6,16,1,Middle-aged
178,52,19531,3,3,1,71,1,Senior
172,31,15384,3,0,6,83,1,Middle-aged
170,53,12899,3,7,6,38,1,Senior
172,26,18661,5,0,1,89,1,Young
168,30,16687,0,2,2,76,0,Young
161,50,11614,1,6,2,96,1,Middle-aged
167,48,10805,5,2,0,47,0,Middle-aged
155,32,17503,10,7,0,10,0,Middle-aged
167,50,18404,0,4,9,24,0,Middle-aged
168,21,9355,8,2,5,50,0,Young
171,58,5933,5,4,8,68,0,Senior
154,34,13766,6,4,8,43,1,Middle-aged
173,76,10660,0,7,0,37,0,Senior
158,30,10906,7,8,6,45,1,Young
176,53,17122,4,5,5,54,1,Senior
152,58,17572,4,9,3,43,0,Senior
177,23,17279,5,2,2,68,1,Young
159,30,15723,6,1,8,37,0,Young
168,48,11050,6,2,9,89,0,Middle-aged
152,21,15611,4,8,4,41,1,Young
178,80,13261,0,6,7,94,0,Senior
178,35,9474,10,8,3,1,1,Middle-aged
171,58,14494,8,5,3,93,1,Senior
180,32,17006,5,7,5,16,0,Middle-aged
164,56,15541,8,9,5,37,1,Senior
150,36,5254,10,8,2,37,1,Middle-aged
156,40,14899,3,2,1,7,1,Middle-aged
161,63,12087,1,6,8,40,0,Senior
166,79,9787,2,8,1,51,1,Senior
179,38,18575,3,1,8,64,0,Middle-aged
170,26,12862,9,6,7,97,1,Young
180,57,14025,7,4,9,22,0,Senior
175,27,15956,2,7,6,43,1,Young
178,32,15663,7,3,4,62,0,Middle-aged
173,56,11356,5,0,2,54,1,Senior
169,21,8742,3,9,1,27,1,Young
154,60,7035,6,7,7,29,0,Senior
153,30,6967,10,5,1,16,0,Young
177,43,13291,4,7,7,85,0,Middle-aged
161,25,6852,4,2,4,11,0,Young
179,80,8183,8,7,8,21,1,Senior
169,45,15547,2,7,3,9,1,Middle-aged
177,26,11618,9,0,7,27,0,Young
173,76,18859,3,3,6,86,1,Senior
167,58,13303,4,6,7,79,0,Senior
166,38,16350,0,0,4,23,1,Middle-aged
168,25,5182,6,2,1,51,1,Young
158,62,11740,7,2,6,93,1,Senior
153,48,17044,5,5,2,80,1,Middle-aged
175,62,5164,8,4,9,3,1,Senior
170,58,11958,2,6,9,16,1,Senior
151,21,7137,1,2,9,8,1,Young
153,38,15215,4,0,9,90,1,Middle-aged
151,23,5454,8,2,1,42,0,Young
164,77,7285,10,7,2,73,1,Senior
151,25,19310,0,4,3,35,0,Young
153,68,19869,0,2,9,71,1,Senior
155,76,12846,9,7,6,72,1,Senior
156,56,9822,2,5,9,99,1,Senior
159,80,19393,9,2,0,48,1,Senior
168,47,5541,2,4,5,54,0,Middle-aged
168,49,11033,4,0,5,36,0,Middle-aged
175,26,18309,3,5,7,6,0,Young
171,28,7665,5,8,1,71,0,Young
178,44,15641,7,6,1,12,1,Middle-aged
161,52,12149,7,7,0,59,1,Senior
152,20,18129,10,5,2,65,1,
162,70,10798,3,4,6,50,1,Senior
167,25,17125,0,5,7,43,0,Young
157,37,10785,6,6,6,43,0,Middle-aged
170,29,16078,5,8,8,49,0,Young
164,47,9614,4,7,7,89,0,Middle-aged
150,30,9292,3,4,7,76,0,Young
152,52,17096,5,6,1,55,0,Senior
175,20,11189,7,7,0,91,0,
157,32,11673,5,0,5,87,1,Middle-aged
153,56,18708,2,7,6,83,0,Senior
165,39,6688,8,6,5,85,0,Middle-aged
179,20,10095,2,1,6,50,0,
172,71,19409,3,1,7,21,0,Senior
159,22,12583,4,5,1,88,1,Young
161,37,12824,10,2,0,13,1,Middle-aged
163,60,6637,1,0,9,42,0,Senior
163,33,19670,10,7,7,15,0,Middle-aged
151,50,10966,9,6,7,50,1,Middle-aged
172,46,17920,10,3,7,1,0,Middle-aged
154,36,9670,9,0,9,51,0,Middle-aged
154,74,19631,1,1,6,34,1,Senior
155,65,17274,5,8,1,42,0,Senior
162,48,10203,1,3,3,62,0,Middle-aged
158,55,10134,9,2,8,95,0,Senior
179,56,6890,0,7,7,32,0,Senior
171,45,8205,7,3,3,61,0,Middle-aged
177,72,13669,9,6,7,93,0,Senior
178,36,19968,9,4,9,54,1,Middle-aged
164,41,7366,0,4,5,74,0,Middle-aged
163,80,12559,9,5,8,58,0,Senior
173,44,7526,5,3,0,85,1,Middle-aged
156,21,12807,0,1,5,24,1,Young
174,74,19703,7,5,3,27,0,Senior
169,41,5366,4,4,2,21,1,Middle-aged
151,24,15028,2,2,4,18,1,Young
156,23,11521,4,3,9,55,1,Young
155,55,14907,0,2,7,68,0,Senior
166,25,11606,0,2,9,47,0,Young
176,71,18905,3,3,5,54,1,Senior
174,40,5012,8,1,0,18,0,Middle-aged
174,32,13727,8,3,5,73,1,Middle-aged
177,73,8239,0,9,6,64,0,Senior
151,56,7317,2,1,5,49,1,Senior
152,74,9042,3,9,2,94,0,Senior
154,44,12485,1,7,8,35,0,Middle-aged
154,45,5375,6,9,9,94,1,Middle-aged
180,74,14916,2,4,9,39,1,Senior
150,58,5256,0,6,3,58,0,Senior
157,39,15456,0,3,4,57,0,Middle-aged
161,52,5449,2,9,4,6,0,Senior
173,33,14085,5,5,2,78,0,Middle-aged
153,75,8212,3,9,1,93,0,Senior
162,55,14376,0,3,7,96,1,Senior
172,36,11175,6,5,6,78,1,Middle-aged
164,40,10943,1,0,4,20,1,Middle-aged
180,65,16415,4,5,0,50,1,Senior
160,35,13026,7,5,9,9,1,Middle-aged
159,65,18571,6,1,0,76,1,Senior
152,35,12446,10,9,7,14,1,Middle-aged
171,75,6308,7,9,3,23,0,Senior
163,39,17897,9,8,3,48,1,Middle-aged
165,48,14108,10,5,8,98,1,Middle-aged
159,47,19877,5,6,1,80,0,Middle-aged
178,27,18913,6,1,4,82,0,Young
159,43,13339,8,1,5,56,0,Middle-aged
161,22,17943,5,1,5,40,0,Young
179,44,15306,8,9,9,97,0,Middle-aged
158,38,9016,1,8,2,69,1,Middle-aged
150,52,8940,1,2,9,39,1,Senior
154,21,11713,1,3,5,74,0,Young
169,34,9071,5,0,9,86,0,Middle-aged
157,41,13107,1,0,9,43,1,Middle-aged
160,79,10912,2,3,4,97,0,Senior
161,29,18590,7,1,7,31,1,Young
150,37,15987,7,7,3,70,0,Middle-aged
174,41,5442,10,3,9,3,0,Middle-aged
171,65,7944,3,2,9,4,0,Senior
169,68,8936,8,2,2,27,1,Senior
177,46,5398,7,5,5,89,0,Middle-aged
174,32,14343,0,5,9,27,1,Middle-aged
160,52,19817,7,5,8,47,1,Senior
154,24,16984,0,5,7,60,0,Young
164,45,7995,3,7,9,36,1,Middle-aged
154,32,11329,9,7,7,46,1,Middle-aged
161,46,7216,5,8,2,61,0,Middle-aged
154,76,6707,6,0,0,42,1,Senior
166,33,16523,9,9,2,7,0,Middle-aged
166,43,15179,3,7,2,30,1,Middle-aged
173,22,10766,7,4,5,50,1,Young
161,66,10677,7,2,2,47,1,Senior
173,70,17794,8,9,1,93,0,Senior
177,68,7568,5,2,8,40,0,Senior
164,49,12638,3,5,5,5,1,Middle-aged
164,54,5160,1,7,4,70,1,Senior
155,67,17627,6,9,2,58,1,Senior
161,33,13067,9,1,6,44,1,Middle-aged
176,31,8904,2,8,6,71,1,Middle-aged
178,47,8573,10,4,3,32,1,Middle-aged
169,63,16369,2,4,9,79,1,Senior
167,48,6825,2,0,1,77,0,Middle-aged
163,62,18786,3,5,1,82,1,Senior
151,36,17116,1,4,7,74,1,Middle-aged
158,59,14815,4,6,3,40,1,Senior
180,68,10582,2,6,6,57,1,Senior
154,40,18794,9,3,2,11,0,Middle-aged
169,76,6176,4,4,8,40,1,Senior
175,42,9918,6,9,9,47,1,Middle-aged
178,39,16912,8,7,8,2,0,Middle-aged
150,30,9880,1,1,6,91,1,Young
172,76,8220,8,0,6,52,1,Senior
152,76,16451,9,5,0,72,0,Senior
155,53,12820,5,3,9,49,1,Senior
154,29,5130,5,9,7,59,1,Young
170,29,18763,10,2,1,38,0,Young
176,62,11659,2,6,7,16,1,Senior
154,79,8562,9,7,1,88,0,Senior
150,25,6499,8,3,0,87,0,Young
166,55,12430,3,9,7,78,0,Senior
168,43,12705,4,5,3,27,0,Middle-aged
163,31,12626,2,1,9,74,1,Middle-aged
161,62,11679,4,7,5,28,1,Senior
159,74,7788,7,5,9,89,1,Senior
169,42,9876,7,8,9,66,0,Middle-aged
170,46,8708,7,5,0,45,1,Middle-aged
167,77,14899,5,5,8,33,0,Senior
173,76,6769,0,1,6,60,1,Senior
176,64,14510,10,4,4,50,0,Senior
160,56,19226,9,8,5,46,0,Senior
179,25,18746,5,0,2,35,1,Young
151,20,11731,10,3,8,41,0,
174,25,16571,9,9,1,58,1,Young
167,69,15965,6,9,9,77,0,Senior
178,41,16182,8,2,0,55,0,Middle-aged
174,60,8044,7,0,0,5,0,Senior
156,43,5375,10,0,9,5,1,Middle-aged
180,44,11347,7,0,1,22,1,Middle-aged
173,80,8036,6,0,5,34,0,Senior
164,34,13852,1,1,5,65,1,Middle-aged
160,45,11218,0,4,8,59,1,Middle-aged
167,27,14595,1,1,9,17,0,Young
172,70,5740,5,3,3,51,0,Senior
161,43,13495,1,8,7,49,1,Middle-aged
155,67,6085,9,2,3,9,1,Senior
169,57,19905,3,1,2,74,0,Senior
172,80,18073,9,3,3,15,1,Senior
179,25,16371,2,8,0,29,1,Young
162,73,6210,5,3,8,53,0,Senior
169,54,16226,7,4,4,25,0,Senior
165,61,13420,10,3,6,85,1,Senior
167,20,8119,5,7,2,81,0,
159,79,15046,1,3,4,91,1,Senior
177,65,5267,4,1,9,28,1,Senior
172,55,7774,10,3,3,23,0,Senior
157,77,16041,5,1,6,3,0,Senior
167,31,9349,8,8,4,33,1,Middle-aged
170,57,9965,5,7,1,71,0,Senior
150,30,15326,9,8,2,69,1,Young
172,31,18492,4,3,7,90,0,Middle-aged
157,61,18336,0,0,2,17,0,Senior
178,69,13125,9,2,6,81,0,Senior
155,58,8459,4,6,4,67,1,Senior
154,26,15461,4,0,6,67,1,Young
164,30,5989,5,7,9,34,1,Young
171,55,17684,6,8,8,8,0,Senior
164,71,5937,3,7,6,45,1,Senior
151,50,11654,6,4,5,60,1,Middle-aged
150,52,19896,4,8,0,56,1,Senior
172,32,11989,5,3,3,70,0,Middle-aged
172,37,13631,3,8,7,22,1,Middle-aged
175,60,12342,7,0,0,33,0,Senior
160,77,11023,8,2,5,50,1,Senior
159,75,7358,1,3,1,71,1,Senior
179,43,15199,10,9,8,83,1,Middle-aged
167,28,8345,3,0,7,46,1,Young
167,50,17322,10,5,8,52,1,Middle-aged
166,74,11360,7,3,8,74,1,Senior
175,80,9816,7,3,1,87,0,Senior
157,60,8743,8,0,1,66,0,Senior
164,29,12159,2,4,8,21,0,Young
157,79,5518,0,8,1,24,1,Senior
166,21,5268,8,5,3,48,0,Young
161,57,17925,0,7,1,13,1,Senior
176,34,19810,2,3,0,64,0,Middle-aged
157,22,10444,2,8,9,5,1,Young
174,62,10475,8,6,6,18,1,Senior
163,50,9185,0,6,4,75,1,Middle-aged
153,25,10161,6,7,2,37,0,Young
150,22,14580,1,1,7,54,1,Young
150,75,14886,6,5,4,32,0,Senior
168,30,16465,0,6,0,28,0,Young
180,34,14581,9,2,8,86,0,Middle-aged
165,64,8865,9,7,4,45,1,Senior
163,71,16221,7,0,2,28,1,Senior
